Type རྒྱུ་ཆའི་རིགས།,Title མཚན་བྱང་།,Author name མཛད་པ་པོ།,Resource id ,Website link བརྩམས་ཆོས་དྲ་ཐག,yes/no,
འགྲེལ་བ། {ཡི་གེ},བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་རྣམ་པར་བཤད་པའི་དཀའ་འགྲེལ།,ནག་པོ་པ།,R9DCD3008།,http://purl.bdrc.io/resource/WA0RT3218,no,D3873  We will need work on it. 
བསྡུས་དོན།,སྤྱོད་འཇུག་གི་བསྡུས་དོན་མཁས་པའི་མགུལ་རྒྱན།,སྤྱན་སྔ་བློ་གྲོས་རྒྱལ་མཚན།,R12AEE554,http://purl.bdrc.io/resource/WA0XL9B37D5AA0C6E,no,
བསྡུས་དོན།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་བསྡུས་དོན།,འཇམ་དབྱངས་ཀུན་དགའ།,R15AF11F8,http://purl.bdrc.io/resource/WA0XL6E55AC487F4A,no,
བསྡུས་དོན།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་གཞུང་བསྡུས་དོན་གསལ་བའི་མེ་ལོང་ལྟར་རྣམ་པར་བཤད་པ་ཀུན་གསལ་ཉི་མའི་དཀྱིལ་འཁོར།（༡）,ཨ་སྐྱོང་མཁན་པོ་བློ་བཟང་རྡོ་རྗེ།,R21F04031,http://purl.bdrc.io/resource/WA0XL3940CFFD6562,no,
བསྡུས་དོན།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་གཞུང་བསྡུས་དོན་གསལ་བའི་མེད་ལོང་ལྟར་རྣམ་པར་བཤད་པ་ཀུན་གསལ་ཉི་མའི་དཀྱིལ་འཁོར། ༼༢༽,ཨ་སྐྱོང་མཁན་པོ་བློ་བཟང་རྡོ་རྗེ།,R24FFDA50,http://purl.bdrc.io/resource/WA0XL7AF3617FF935,no,
བསྡུས་དོན།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་བསྡུས་དོན་ཤཱཀྱའི་དགེ་སློང་ཆོས་ཀྱི་སེང་གེས་སྦྱར་བ།,ཉང་བྲན་ཆོས་ཀྱི་སེངྒེ,R29EC79E4,http://purl.bdrc.io/resource/WA2KG5026,no,
བསྡུས་དོན།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་བསྡུས་དོན།,བུ་སྟོན་རིན་ཆེན་གྲུབ།,R33D0D600,http://purl.bdrc.io/resource/WA0XLC82B1135AE34,no,
རྒྱུ་ཆ་གཞན།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་ཟིན་བྲིས་འཇམ་དཔལ་ཞལ་ལུང་།,ལྷོ་པ་ཀུན་མཁྱེན་རིན་ཆེན་དཔལ།,R34ED3E7C,http://purl.bdrc.io/resource/WA0XL466C5B22E5CF,no,
འགྲེལ་བ། {ཡི་གེ},གསང་ཕུ་བློ་གྲོས་མཚུངས་མེད་ཀྱིས་མཛད་པའི་སྤྱོད་འཇུག་རྣམ་བཤད་རིན་ཆེན་སྣང་བ།,གཉལ་བ་བློ་གྲོས་མཚུངས་མེད།,R38E3806D,http://purl.bdrc.io/resource/WA0XL03EAFCD91717,no,
བསྡུས་དོན།,སྤྱོད་འཇུག་གི་བསྡུས་དོན།,སློབ་དཔོན་བསོད་ནམས་རྩེ་མོ།,R39BA0944,http://purl.bdrc.io/resource/WA0XLE049A5879C5C,no,
བསྡུས་དོན།,སྤྱོད་འཇུག་གི་བསྡུས་དོན་དང་སློབ་དཔོན་ཞི་བ་ལྷའི་ལོ་རྒྱུས།,,R39DE8F35,http://purl.bdrc.io/resource/WA0XLDD71AEEFC04B,no,
བསྡུས་དོན།,དགེ་སློང་ཕྱྭ་པ་ཆོས་ཀྱི་སེང་གེས་མཛད་པའི་སྤྱོད་འཇུག་བསྡུས་དོན།,ཕྱྭ་པ་ཆོས་ཀྱི་སེངྒེ,R40C82879,http://purl.bdrc.io/resource/WA0XL35285BBD15E4,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ཤེས་རབ་ལེའུའི་དཀའ་འགྲེལ་ལུང་རིགས་འོད་སྣང་།,གླག་བླ་བསོད་ནམས་ཆོས་འགྲུབ།,R42C4BA6D,http://purl.bdrc.io/resource/WA0XLD4ECB2128610,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ལེའུ་དགུ་པའི་འགྲེལ་པ་ཟབ་དོན་ལྟ་བའི་མིག་གཅིག་རྟེན་འབྱུང་གཏམ་གྱི་རིན་ཆེན།,བློ་བཟང་དམ་ཆོས་རྒྱ་མཚོ།,R43F069C2,http://purl.bdrc.io/resource/WA0XLC992F5B9802F,no,
རྒྱུ་ཆ་གཞན།,སྤྱོད་འཇུག་ཟིན་བྲིས།,ཕ་བོང་ཁ་པ་བདེ་ཆེན་སྙིང་པོ།,R45A76210,http://purl.bdrc.io/resource/WA0XLCF09045B80F3,no,
འགྲེལ་བ། {ཡི་གེ},རྒྱལ་སྲས་བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་ལ་འཇུག་པའི་ཤེ་རབ་ལེའུའི་རྣམ་བཤད་རིགས་པའི་སྒོ་འབྱེད།,ཐུབ་བསྟན་དགེ་ལེགས་རྒྱ་མཚོ།,R51A60C07,http://purl.bdrc.io/resource/WA0XLE7537E338226,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་གི་རྣམ་པར་བཤད་པ་དམ་པའི་ཞལ་ལུང་རྨོངས་པའི་མུན་སེལ།,འགྱུར་མེད་རྡོ་རྗེ།,R54BF1B1F,http://purl.bdrc.io/resource/WA0XLF8BB1BD5B5F1,no,
འགྲེལ་བ། {ཡི་གེ},བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་འགྲེལ་པ་ལེགས་པར་བཤད་པ།,རཀ་ར་ཐུབ་བསྟན་ཆོས་དར།,R55F056EF,http://purl.bdrc.io/resource/WA1KG4942,no,
འགྲེལ་བ། {ཡི་གེ},བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་འགྲེལ་པ།,གྲོ་སྟོན་བདུད་རྩི་གྲགས།,R59DCB9EB,http://purl.bdrc.io/resource/WA0XLCF93D1D8B59B,no,
འགྲེལ་བ། {ཡི་གེ},བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་འགྲེལ་པ་ལེགས་པར་བཤད་པའི་རྒྱ་མཚོ།,,R71C844BB,http://purl.bdrc.io/resource/WA0XL4F4C7E40FFB8,no,
འགྲེལ་བ། {ཡི་གེ},བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་འགྲེལ་པའི་གཞུང་དོན་གནང་བ།,སྐད་གཉིས་སྨྲ་བ་བློ་གྲོས་དཔལ་བཟང་།,R77D02577,http://purl.bdrc.io/resource/WA0XLF2B6219DD20D,no,
འགྲེལ་བ། {ཡི་གེ},བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་འགྲེལ་པ་ཕྱོགས་བསྡུས།,,R079BC477,http://purl.bdrc.io/resource/WA3CN23405,no,
འགྲེལ་བ། {ཡི་གེ},བྱང་ཆུབ་སེམས་དཔའ་སྤྱོད་པ་ལ་འཇུག་པའི་འགྲེལ་པ།,བསོད་ནམས་རྩེ་མོ།,R81CD62CD,http://purl.bdrc.io/resource/WA0NGMCP43320,no,
རྒྱུ་ཆ་གཞན།,རྒྱལ་སྲས་ཆེན་པོ་ཞི་བ་ལྷས་མཛད་པའི་སྤྱོད་འཇུག་བཀའ་ཁྲིད་ཟིན་བྲིས།,ཏཱ་ལའི་བླ་མ ༡༤་བསྟན་འཛིན་རྒྱ་མཚོ།,R81DB2948,http://purl.bdrc.io/resource/WA3CN7826,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་བཤད་པའི་སྔོན་འགྲོ་གཞོན་ནུའི་རྣ་རྒྱན།,ཤྲཱི་རི་མ་ཎི།,R82CA6EEA,http://purl.bdrc.io/resource/WA8LS19709,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་འགྲེལ་ཆེན་མི་ཟད་པའི་གཏེར།,དྷཱརྨ་ཀིརྟི།,R93B05A3C,http://purl.bdrc.io/resource/WA0XL990361E166CE,no,
ས་བཅད།,དོན་རྣམ་པར་ངེས་པའི་ཤེས་རབ་རལ་གྲི་།དིང་རི་བརྒྱ་རྩ་དང་སྤྱོད་འཇུག་གི་ས་བཅད། ,"ཕ་དམ་པ་སངས་རྒྱས། འཇུ་མི་ཕམ་འཇམ་དབྱངས་རྣམ་རྒྱལ་རྒྱ་མཚོ། 
འཇུ་མི་ཕམ་འཇམ་དབྱངས་རྣམ་རྒྱལ་རྒྱ་མཚོ།",R94B4224E,http://purl.bdrc.io/resource/WA8LS17113,no,
འགྲེལ་བ། {ཡི་གེ},བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་འཇུག་པའི་འགྲེལ་པ་ལེགས་པར་བཤད་པ་བསྡུས་པ།,གཙང་ནག་པ་བརྩོན་འགྲུས་སེངྒེ,R110D91F4,http://purl.bdrc.io/resource/WA14345,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ལ་དཔལ་སྤྲུལ་རིན་པོ་ཆེའི་ཞལ་རྒྱུན་ཟིན་བྲིས་མཁན་ཀུན་དཔལ་ཕྱག་དཔེ་ལས་བཤུས་པའོ,མཁན་པོ་ཀུན་དཔལ།,R119D48D9,http://purl.bdrc.io/resource/WA0NGMCP60151,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ཤེས་རབ་ལེའུཨཻ་ཊྚིཀྐ་བློ་གསལ་བ།,སེ་ར་རྗེ་བཙུན་ཆོས་ཀྱི་རྒྱལ་མཚན།,R123B5961,http://purl.bdrc.io/resource/WA1NLM861,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ཤེས་རབ་ལེའུའི་འགྲེལ་པ།,མི་ཉག་རྩ་ར་མཁན་ཆེན་ཐུབ་བསྟན་ཆོས་ཀྱི་གྲགས་པ།,R217FF994,http://purl.bdrc.io/resource/WA8LS20005,no,
རྒྱུ་ཆ་གཞན།,སྤྱོད་འཇུག་ཤེར་ལེ་བརྒལ་ལན་ཉིན་བྱེད་སྣང་བ།,འཇུ་མི་ཕམ་འཇམ་དབྱངས་རྣམ་རྒྱལ་རྒྱ་མཚོ།,R233F488D,http://purl.bdrc.io/resource/WA4998,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ཤེས་རབ་ལེའུའི་སྤྱི་དོན་དང་གཞུང་འགྲེལ།,དྷཱརྨ་ཀིརྟི།,R243E4159,http://purl.bdrc.io/resource/WA1KG12025,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་རྩ་བ་དང་འགྲེལ་པ་ཚིག་དོན་ཀུན་གསལ་བར་བྱེད་པ་སྐལ་བཟང་རྣམས་ཀྱི་འཇུག་ངོགས།,ཨུ་རྒ་བླ་མ་བློ་བཟང་དཔལ་ལྡན།,R243F451D,http://purl.bdrc.io/resource/WA1KG10436,no,
ས་བཅད།,སྤྱོད་འཇུག་རྩ་བ་དང་ས་བཅད་སྦྱར་བ།,དཔའ་བོ ༠༢་གཙུག་ལག་འཕྲེང་བ།,R399B2D94,http://purl.bdrc.io/resource/WA3CN552,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་གི་རྩ་འགྲེལ་གཅེས་བཏུས།,བུ་སྟོན་རིན་ཆེན་གྲུབ།,R411B159A,http://purl.bdrc.io/resource/WA3CN7868,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ཆེན་མོ་གླེང་བ།,ཆབ་ཚང་འཇམ་དཔལ།,R464E7AA6,http://purl.bdrc.io/resource/WA1KG14001,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ཤེས་རབ་ལེའི་གཞུང་དོན།,དྷཱརྨ་ཀིརྟི་ཀུན་བཟང་བསོད་ནམས།,R510EAF25,http://purl.bdrc.io/resource/WA0XL6E3EA8FBF9BE,no,
འགྲེལ་བ། {ཡི་གེ},མདོ་སྡེ་རྒྱན་དང་རྒྱུད་བླ་མ་སྤྱོད་འཇུག་རྣམས་ཀྱི་འགྲེལ་ཊཱིཀྐ་གི་དབུ་ཞབས་ཀྱི་ཚིགས་བཅད།,རྒྱལ་སྲས་ཐོགས་མེད་བཟང་པོ།,R740C7AEC,http://purl.bdrc.io/resource/WA0XL48301A149422,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་འགྲེལ་པ་བྱང་ཆུབ་གཞུང་ལམ་གསལ་བྱེད་ཉི་མའི་སྣང་བ།,གཏེར་ཆེན་འཇིགས་མེད་རྡོ་རྗེ་དཔའ་བོ།,R914DACAE,http://purl.bdrc.io/resource/WA0XL11CB4726F436,no,
འགྲེལ་བ། {ཡི་གེ},བསླས་བཏུས་དང་སྤྱོད་འཇུག་གི་ཁྲིད།,སྐྱོ་སྟོན་སྨོན་ལམ་ཚུལ་ཁྲིམས།,R2663F7A0,http://purl.bdrc.io/resource/WA0XL626CB5F05F64,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ཤེར་ལེའི་འབྲུ་འགྲེལ་ཀུན་མཁྱེན་བླ་མའི་གསུང་ལས་བཏུས་པ་རབ་གསལ་ནོར་བུའི་སྒྲོན་མེ།,པདྨ་བི་ཛ་ཡ།,R5563D438,http://purl.bdrc.io/resource/WA0XL14F3E1A1DFBB,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་རྒྱ་འགྲེལ།,རྫོགས་ཆེན་མཁན་པོ་ཐུབ་བསྟན་བརྩོན་འགྲུས།,R8719CDDF,http://purl.bdrc.io/resource/WA0XLEF017FE2F790,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་འགྲེལ་པ་དམ་པའི་དགོངས་རྒྱན།,,R8728B4BB,http://purl.bdrc.io/resource/WA0XL2B358E60649F,no,
རྒྱུ་ཆ་གཞན།,སྤྱོད་འཇུག་ལུང་གི་བརྒྱུད་པ།,ཚེ་མཆོག་གླིང་ཡོངས་འཛིན་ཡེ་ཤེས་རྒྱལ་མཚན། སྐྱིད་ཤོད་ཞབས་དྲུང་ངག་དབང་བསྟན་འཛིན་འཕྲིན་ལས།,R9784EEAD,http://purl.bdrc.io/resource/WA0XL83E911AB0BE1,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ཆེན་མོའི་དཀའ་འགྲེལ།,འབྲོམ་བཙུན་ཤེར་འབྱུང་བློ་གྲོས།,R34464D6A,http://purl.bdrc.io/resource/WA0XLDDD2245DEF4C,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་གི་བཤད་པའི་ཟིན་ཐོ་ཞལ་ལུང་བདུད་རྩིའི་ཟགས་མ།,ཨ་ཁུ་ཆིང་ཤེས་རབ་རྒྱ་མཚོ།,R39901ED5,http://purl.bdrc.io/resource/WA0XL31347D8BF98B,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ཤེས་རབ་ལེའུའི་འགྲེལ་པ།,བུ་རི་བ་བྱང་ཆུབ་སྐྱབས།,R67461C22,http://purl.bdrc.io/resource/WA0XLFC4C19797203,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་འགྲེལ་པ་ལེགས་བཤད་སྣང་བ།,,R6275555D,http://purl.bdrc.io/resource/WA0XL915A7129D165,no,
རྒྱུ་ཆ་གཞན།,སྤྱོད་འཇུག་སྒོམ་རིམ་རིན་ཆེན་རྒྱན་ཕྲེང་།,རོང་སྟོན་ཤེས་བྱ་ཀུན་རིག,R7484757A,http://purl.bdrc.io/resource/WA0XL876785323BAC,no,
རྒྱུ་ཆ་གཞན།,སྤྱོད་འཇུག་བརྒྱུད་པའི་གསོལ་འདེབས་བདུད་རྩིའི་འཁྲི་ཤིང་།,རག་མགོ་མཆོག་སྤྲུལ་ཐུབ་བསྟན་བཤད་སྒྲུབ་རྒྱ་མཚོ།,R08858508,http://purl.bdrc.io/resource/WA0XLD30E14CC9FDB,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་འགྲེལ་པ་ཐར་པའི་འཇུག་ངོགས།,,R33484238,http://purl.bdrc.io/resource/WA0XL0DAE8ADE4888,no,
འགྲེལ་བ། {ཡི་གེ},༦༦ སྤྱོད་འཇུག་ལེའུ་བཞི་པའི་འགྲེལ་པ་དཔལ་ལྡན་བླ་མའི་ཞལ་རྒྱུན་རབ་གསལ། འཇིགས་མེད་ཆོས་འཕེལ་བཟང་པོ།,རྫ་དཔལ་སྤྲུལ་ཨོ་རྒྱན་འཇིགས་མེད་ཆོས་ཀྱི་དབང་པོ།,R64064435,http://purl.bdrc.io/resource/WA0XLEA4491C28CEE,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་གི་མཆོད་འགྲིགས་བདུད་རྩིའི་ཆུ་གཏེར།,,R72614181,http://purl.bdrc.io/resource/WA0XLB38641C47FEA,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་བསྔོ་ལེའི་ཉམས་ལེན་ཟིན་ཐོ།,རག་མགོ་མཆོག་སྤྲུལ་ཐུབ་བསྟན་བཤད་སྒྲུབ་རྒྱ་མཚོ།,RA6BC7969,http://purl.bdrc.io/resource/WA0XL29E4E1B85960,no,
ས་བཅད།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་བཤད་ཁྲིད་ཀྱི་ས་བཅད།,ཕ་བོང་ཁ་པ་བདེ་ཆེན་སྙིང་པོ།,RA311AA04,http://purl.bdrc.io/resource/WA0XL65687DD60AE1,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་གི་མཆན་འགྲེལ།,ན་ལེནྡྲ་འི་མཁན་པོ་ཚུལ་ཁྲིམས་རྒྱལ་མཚན།,RAAA17CA7,http://purl.bdrc.io/resource/WA0XL385EECAA8E58,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་འཆད་ཐབས་བློ་གསར་མགུལ་རྒྱན།,ཨ་སྐྱོང་རྟོགས་ལྡན་བློ་གྲོས་རྒྱ་མཚོ།,RAAB4A8E9,http://purl.bdrc.io/resource/WA0XLCB6ABCB65A58,no,
རྒྱུ་ཆ་གཞན།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་འཇུག་ལས་གསུངས་པའི་བསྔོ་བའི་ལེའུ་སྨོན་ལམ་གྱི་ལུང་ཐོབ་པ།,བྲག་དཀར་རྟ་སོ་སྤྲུལ་སྐུ་ཆོས་ཀྱི་དབང་ཕྱུག,RAB6A9AF9,http://purl.bdrc.io/resource/WA0XLD5EDC1E91A07,no,
རྒྱུ་ཆ་གཞན།,སྤྱོད་འཇུག་འཁོར་ལོ་ལྟ་བུའི་ལམ་རྒྱུད་ལ་ཇི་ལྟར་སྐྱེ་བའི་རིམ་པ།,ཨ་ཏི་ཤ,RAE1B600A,http://purl.bdrc.io/resource/WA0XL49D16FAF2DB0,no,
རྒྱུ་ཆ་གཞན།,སྤྱོད་འཇུག་བཟོད་ལེའི་གཙོ་བོ་དགག་པ།,གླག་བླ་བསོད་ནམས་ཆོས་འགྲུབ།,RAFF2666B,http://purl.bdrc.io/resource/WA0XL509F7A274C45,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་གི་ཊི་ཀ,སློབ་དཔོན་བསོད་ནམས་རྩེ་མོ།,RB8BED8E6,http://purl.bdrc.io/resource/WA0XL885B85C56B30,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ཏུ་དྲངས་རྒྱུའི་ལུང་བཏུས་རིན་ཆེན་ཕྲེང་བ།,གླག་བླ་བསོད་ནམས་ཆོས་འགྲུབ།,RB4584BD6,http://purl.bdrc.io/resource/WA0XL62AA0CD20BDB,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་གི་མཚན་དོན།,འབྲུག་རྗེ་མཁན་པོ ༦༩་དགེ་འདུན་རིན་ཆེན།,RB7873FB8,http://purl.bdrc.io/resource/WA0XL3046C836A386,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ཀླད་དོན།,གླག་བླ་བསོད་ནམས་ཆོས་འགྲུབ།,RB11721A7,http://purl.bdrc.io/resource/WA0XL2BBB6CCFEF46,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ཤེས་རབ་ལེའུའི་རྩོད་སྤོང་ལྟ་གྲུབ་གསལ་བྱེད་མེ་མོང་།,འབྲུག་རྗེ་མཁན་པོ ༦༩་དགེ་འདུན་རིན་ཆེན།,RB84554BF,http://purl.bdrc.io/resource/WA0XL46AC9070E66F,no,
འགྲེལ་བ། {ཡི་གེ},གྲགས་ཆེན་བཅོ་བརྒྱད་ལས་སྤྱོད་འཇུག་གི་འགྲེལ་སྐོར་པོད་གཉིས་པ། ༼ཁ་ཤོག༽,,RB88544DB,http://purl.bdrc.io/resource/WA0XLAADC7691EAB2,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ཤེས་རབ་ལེའུའི་གཞུང་འགྲེལ་ཟབ་མོ་རྟེན་འབྱུང་གི་དེ་ཁོ་ན་ཉིད་གསལ་བའི་སྒྲོན་མེ།,ཐུབ་བསྟན་ཆོས་ཀྱི་གྲགས་པ།,RB703570B,http://purl.bdrc.io/resource/WA0XL095C1B4900AB,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ལེའུ་བཞི་དང་འབྲེལ་པའི་༑་མཆོད་ཆོག་ཚོགས་གཉིས་ལམ་བཟང་།,ངག་དབང་ཕྲིན་ལས།,RBB4E600D,http://purl.bdrc.io/resource/WA0NGMCP70588,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་གི་གཞུང་ངོ་སྤྲོད་དང་སངས་རྒྱས་ཆོས་ལུགས་ཀྱི་མཚན་ཉིད་རིག་པ།,དུང་དཀར་བློ་བཟང་འཕྲིན་ལས།,RBB8B80B0,http://purl.bdrc.io/resource/WA3CN22890,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་རྣམ་བཤད་རྒྱལ་སྲས་འཇུག་ངོགས་ལས་བསྔོ་བའི་ལེའུའི་འགྲེལ་པ།,,RBBBBBCE1,http://purl.bdrc.io/resource/WA0XLDB0AF91FF157,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་སྨོན་ལམ་གྱི་སྟེང་ནས་གཏོང་ལེན་གྱི་དམིགས་པ་སྐྱོང་ཚུལ།,,RBD7DE9AC,http://purl.bdrc.io/resource/WA0XLA1A38601BBC0,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་གི་བཤད་པ།,,RC6FDB1AA,http://purl.bdrc.io/resource/MW2KG5025,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་འགྲེལ་གསར་བློ་བཟང་བླ་མའི་ཞལ་ལུང་།,ལཀ་ཥི་མཱི།,RC20F12D1,http://purl.bdrc.io/resource/WA0NGMCP47715,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་གི་མཆན་བུ་ཚིག་གསལ་མེ་ལོང་།,,RC43073AC,http://purl.bdrc.io/resource/MW1NLM3328,no,
རྒྱུ་ཆ་གཞན།,སྤྱོད་འཇུག་ལས་བྱུང་བའི་མཆོད་ཕྲེང་ནི།,ཀརྨ་ངག་དབང་ཡོན་ཏན།,RCAA3F0A6,http://purl.bdrc.io/resource/WA0NGMCP51674,no,
ས་བཅད།,དབུ་མའི་ས་བཅད་སྙིང་པོ་སྐོར་བཞི་ལས་སྤྱོད་འཇུག་ས་བཅད་ཞི་བའི་སྙིང་པོ།,,RCB7BCB1B,http://purl.bdrc.io/resource/WA0NGMCP58035,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ལེའུ་དང་པོའི་འགྲེལ་པ།,བོ་དོང་པཎ་ཆེན་ཕྱོགས་ལས་རྣམ་རྒྱལ།,RCC9A05D3,http://purl.bdrc.io/resource/WA0XLB3F3262E4026,no,
ས་བཅད།,སྤྱོད་འཇུག་ས་བཅད་ལམ་བཟང་རབ་གསལ།,"མཁན་ཆེན་མཁྱེན་རབ་ཆོས་ཀྱི་འོད་ཟེར།",RCCEC551B,http://purl.bdrc.io/resource/WA0NGMCP49322,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་ལ་སོགས་པའི་གཞུང་སྤྱིའི་མཚན་དོན་གྱི་བཤད་པ།,དགའ་རབ་རྡོ་རྗེ།,RD7B1650B,http://purl.bdrc.io/resource/WA0NGMCP47394,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་མཆན་འགྲེལ་ཡན་ལག,,RD558F114,http://purl.bdrc.io/resource/WA0NGMCP66780,no,
འགྲེལ་བ། {ཡི་གེ},སྤྱོད་འཇུག་སྨོན་ལམ་ཚོགས་གཉིས་གསེར་གྱི་ཤིང་རྟ།,,RD69896EA,http://purl.bdrc.io/resource/WA0XL5604EB190277,no,
དཔེ་ཁྲིད། {སྒྲའམ་བརྙན་},བྱང་ཆུབ་སེམས་པའི་སྤྱོད་པ་ལ་འཇུག་པ།,མཁན་སྤྲུལ་འཇམ་དབྱངས་སྦྱིན་པ་རྒྱ་མཚོ།,RDB9DAB8A,https://soundcloud.com/user-400759752/004a4,no,
དཔེ་ཁྲིད། {སྒྲའམ་བརྙན་},སྤྱོད་འཇུག་ཐོགས་འགྲེལ།,མཁན་པོ་ཚུལ་ཁྲིམས་བློ་གྲོས།,RDD9D3CD6,https://freewechat.com/a/MzAwNTI5MDk5Nw==/2651461874/2,no,
དཔེ་ཁྲིད། {སྒྲའམ་བརྙན་},སྤྱོད་འཇུག,དགའ་ལྡན་རྒན་སྙན་གྲགས་རིན་པོ་ཆེ།,RDDFF4E7B,https://hu-hu.facebook.com/teachtibetan/videos/%E0%BD%A6%E0%BE%A4%E0%BE%B1%E0%BD%BC%E0%BD%91%E0%BD%A0%E0%BD%87%E0%BD%B4%E0%BD%82-%E0%BD%A3%E0%BD%BA%E0%BD%A0%E0%BD%B4%E0%BD%A3%E0%BE%94%E0%BD%94-%E0%BD%A4%E0%BD%BA%E0%BD%A6%E0%BD%96%E0%BD%9E%E0%BD%B2%E0%BD%93%E0%BD%A6%E0%BE%B2%E0%BD%B4%E0%BD%84%E0%BD%96-%E0%BD%A0%E0%BD%86%E0%BD%91%E0%BD%81%E0%BE%B2%E0%BD%B2%E0%BD%91%E0%BD%94-%E0%BD%96%E0%BD%BC%E0%BD%91%E0%BD%91%E0%BD%82%E0%BD%A0%E0%BD%A3%E0%BE%A1%E0%BD%93%E0%BD%A2%E0%BE%92%E0%BD%93%E0%BD%A6%E0%BE%99%E0%BD%93%E0%BD%82%E0%BE%B2%E0%BD%82%E0%BD%A6%E0%BD%A2%E0%BD%B2%E0%BD%93%E0%BD%94%E0%BD%BC%E0%BD%86%E0%BD%BA/135134655204171/,no,
